,Process,Accepted,Inclusion_Rate,Adaptation_Rate,Cost,Frequency,Purchased,Rides,Ending_Position,Starting_Position,Value
2619,Automation Reporting Group,1,80,7,12.112,361,174,15,"[40.78512955, -73.95369720000001]","[40.74050903, -73.97915649]",46
2620,Automation Reporting Group,1,82,31,121.12,543,939.85,43,"[40.71392059, -74.01409912]","[40.78459167, -73.96990967]",32
2621,Automation Reporting Group,0,44,86,532.928,222,931.95,13.5,"[40.79800034, -73.96369934]","[40.73940659, -74.00189972]",22
2622,Automation Reporting Group,0,21,93,314.912,296,205.15,25.5,"[40.74314117, -73.89775848]","[40.77611923, -73.9796524]",34
2623,Automation Reporting Group,1,64,61,157.456,183,806.35,31,"[40.75741577, -73.98961639]","[40.76163864, -73.96685028]",32
2624,Automation Reporting Group,0,22,78,48.448,767,105.05,21.5,"[40.70798111, -74.01556396]","[40.76694107, -73.95365143]",53
2625,Automation Reporting Group,0,26,57,436.032,655,207.15,16.5,"[40.69191742, -73.92458344]","[40.74973679, -73.99120331]",21
2626,Automation Reporting Group,1,39,69,254.352,435,647.6,12,"[40.78512955, -73.95369720000001]","[40.80104065, -73.96527863]",26
2627,Automation Reporting Group,0,42,28,48.448,60,224.55,16.5,"[40.7091217, -74.00563812]","[40.74452972, -73.98516083]",57
2628,Automation Reporting Group,1,54,75,193.792,549,229.65,20,"[40.75926971, -73.97112274]","[40.79672623, -73.96103668]",41
2629,Automation Reporting Group,1,57,80,411.808,118,66.5,38,"[40.82293320000001, -73.95064545]","[40.70991135, -74.01615143]",38
2630,Automation Reporting Group,1,12,66,218.016,372,674.75,20.5,"[40.76241302, -73.96797943]","[40.78459167, -73.96990967]",23
2631,Automation Reporting Group,1,72,65,24.224,231,783.7,34.5,"[40.81517029, -73.94747925]","[40.73462677, -73.98641968]",28
2632,Automation Reporting Group,1,11,45,302.8,736,827.4,39.5,"[40.76163864, -73.96833038]","[40.76850891, -73.96987152]",25
2633,Automation Reporting Group,0,36,44,242.24,873,901.65,32,"[40.73268127, -73.98566437]","[40.76428223, -73.9617157]",32
2634,Automation Reporting Group,0,22,94,109.008,3,72.45,2.5,"[40.75072479, -73.89214325]","[40.79436111, -73.94271088]",31
2635,Automation Reporting Group,1,48,49,423.92,882,306.35,15,"[40.71102905, -74.00837708]","[40.73525238, -73.98988342]",34
2636,Automation Reporting Group,0,10,84,520.816,168,664.85,25,"[40.7732811, -73.96195984]","[40.75381088, -73.98825836]",46
2637,Automation Reporting Group,1,24,87,254.352,573,468,22.5,"[40.73240662, -73.98184204]","[40.77649689, -73.95264435]",20
2638,Automation Reporting Group,1,83,98,411.808,682,740.75,14.5,"[40.78369141, -73.97364807]","[40.7207489, -73.99739838]",22
2639,Automation Reporting Group,0,80,91,375.472,78,288.85,39.5,"[0.0, 0.0]","[40.75115204, -73.94010925]",54
2640,Automation Reporting Group,1,44,5,60.56,672,69.2,44.5,"[40.76177216, -73.97306061]","[40.74933243, -73.97954559]",53
2641,Automation Reporting Group,0,79,34,230.128,513,400.25,30.5,"[40.75862885, -73.97688293]","[40.73696136, -73.99713135]",52
2642,Automation Reporting Group,1,16,50,157.456,174,942.1,38,"[40.77881241, -73.95994568]","[40.75228119, -73.97776031]",24
2643,Automation Reporting Group,0,94,3,484.48,317,740.3,11,"[40.71220016, -73.95133209]","[40.73036957, -74.00226593]",34
2644,Automation Reporting Office,0,41,92,399.696,162,886.95,44,"[40.78177261, -73.97206116]","[40.759838099999996, -73.97177124]",23
2645,Automation Reporting Office,0,73,48,399.696,546,189.15,28,"[40.80897141, -73.94455719]","[40.77168655, -73.98213959]",60
2646,Automation Reporting Office,1,58,91,375.472,240,936.45,17.5,"[40.76686096, -73.98344421]","[40.76387787, -73.97439575]",38
2647,Automation Reporting Office,1,47,76,532.928,481,916.8,8,"[40.73197174, -73.9881897]","[40.79247284, -73.94605255]",56
2648,Automation Reporting Office,1,14,74,508.704,15,409.4,19.5,"[40.75374222, -73.97485352]","[40.76895142, -73.98516083]",53
2649,Automation Reporting Office,1,92,33,496.592,803,300.9,41.5,"[40.80495834, -73.93888855]","[40.75522232, -73.99271393]",21
2650,Automation Reporting Office,1,28,78,121.12,864,665.3,21.5,"[40.66186905, -73.97924805]","[40.75601196, -73.97149658]",58
2651,Automation Reporting Office,1,77,74,12.112,304,806.05,39.5,"[40.71976471, -73.99317169]","[40.74690247, -73.99336243]",49
2652,Automation Reporting Office,0,42,32,60.56,521,205.55,3.5,"[40.75545883, -73.97733307]","[40.79247284, -73.94605255]",41
2653,Automation Reporting Office,1,14,36,436.032,891,73.3,11,"[40.76442719, -73.97344208]","[40.74243927, -73.99676514]",43
2654,Automation Reporting Office,1,87,86,48.448,112,559.45,32,"[0.0, 0.0]","[40.75571823, -73.9729538]",47
2655,Automation Reporting Office,0,73,55,157.456,368,94.3,17,"[40.7470932, -73.98554993]","[40.74690247, -73.99336243]",58
2656,Automation Reporting Office,0,97,76,12.112,196,194.1,45,"[40.73916626, -73.97684479]","[40.77806854, -73.95440674]",27
2657,Automation Reporting Office,0,98,61,169.568,409,711.3,25.5,"[40.7671814, -73.95420074]","[40.79672623, -73.96103668]",42
2658,Automation Reporting Office,0,21,85,218.016,550,529.55,43,"[40.78731155, -73.95005035]","[40.76723862, -73.98442078]",53
2659,Automation Reporting Office,0,47,53,133.232,817,396.1,39,"[40.77349854, -73.95168304]","[40.79478073, -73.97190094]",39
2660,Automation Reporting Office,0,36,11,520.816,829,423.95,34.5,"[40.758514399999996, -73.97726440000001]","[40.73851013, -73.99958038]",42
2661,Automation Reporting Office,1,99,72,12.112,69,162.35,22.5,"[40.76623154, -73.98191833]","[40.75771332, -73.96961212]",54
2662,Automation Reporting Office,1,73,71,472.368,214,793.8,35,"[40.76766586, -73.98075104]","[40.80437851, -73.95522308]",41
2663,Automation Reporting Office,1,51,100,133.232,826,184.7,45,"[40.89178848, -73.85426331]","[40.79672623, -73.96103668]",20
2664,Automation Reporting Office,0,29,13,302.8,142,727.1,40,"[40.7470932, -73.98554993]","[40.65715027, -73.79447937]",40
2665,Automation Reporting Office,0,37,65,314.912,722,129.45,39.5,"[40.75862885, -73.97688293]","[40.76694489, -73.95392609]",42
2666,Automation Reporting Office,1,64,36,290.688,260,474.9,27,"[40.7470932, -73.98554993]","[40.73851013, -73.99958038]",41
2667,Automation Reporting Office,1,67,38,399.696,233,748.8,32.5,"[40.80160522, -73.94350433]","[40.76818085, -73.98413849]",24
2668,Automation Reporting Office,0,13,72,278.576,103,589.05,21,"[40.73994827, -73.98949432]","[40.76461792, -73.98136139]",33
2669,Automation Reporting Office,0,97,44,218.016,436,393.45,1.5,"[40.65415955, -73.88738251]","[40.73796844, -73.99807739]",60
2670,Automation Reporting Office,0,93,92,12.112,680,421.3,14,"[40.7671814, -73.95420074]","[40.80437851, -73.95522308]",28
2671,Automation Reporting Process,0,28,11,411.808,26,538.95,21,"[40.76221848, -73.98620605]","[40.7469101, -73.98074341]",41
2672,Automation Reporting Process,0,32,3,145.344,800,935.45,5,"[40.75862885, -73.97688293]","[40.74461365, -73.97942352]",24
2673,Automation Reporting Process,0,31,85,181.68,300,909.45,5.5,"[40.83986664, -73.93864441]","[40.77806854, -73.95440674]",32
2674,Automation Reporting Process,1,11,76,109.008,296,456.25,13,"[40.75299072, -73.97921753]","[40.74929047, -73.99230194]",32
2675,Automation Reporting Process,0,89,22,72.672,117,723.6,38.5,"[40.77605057, -73.95585632]","[40.64476013, -73.78192139]",55
2676,Automation Reporting Process,0,88,85,12.112,753,894.45,33,"[40.76251984, -73.97697449]","[40.75136948, -73.98239899]",55
2677,Automation Reporting Process,0,99,24,387.584,9,815.45,42,"[40.7603035, -73.98752594]","[40.64518356, -73.78082275]",27
2678,Automation Reporting Process,0,19,28,472.368,794,861.35,25,"[40.71485901, -74.01133728]","[40.7492485, -73.99176025]",42
2679,Automation Reporting Process,1,30,64,484.48,396,812.35,1,"[40.75529099, -73.86997986]","[40.73323441, -74.00241852]",57
2680,Automation Reporting Process,0,94,4,508.704,780,603.4,10,"[40.71667862, -73.94447327]","[40.77607727, -73.9622345]",55
2681,Automation Reporting Process,1,80,23,327.024,55,19.8,28,"[40.74861145, -73.97830963]","[40.72039032, -73.99267578]",35
2682,Automation Reporting Process,0,17,15,399.696,137,280.35,6.5,"[40.71446991, -74.01582336]","[40.77501678, -73.96305847]",28
2683,Automation Reporting Process,1,16,54,327.024,81,229.65,43,"[40.79058075, -73.96884918]","[40.76895142, -73.98516083]",26
2684,Automation Reporting Process,0,40,67,72.672,193,600.25,19.5,"[40.84856033, -73.9387207]","[40.74451065, -73.98545074]",46
2685,Automation Reporting Process,0,19,86,423.92,68,184.7,25.5,"[40.72816086, -73.99926758]","[0.0, 0.0]",31
2686,Automation Reporting Process,0,67,18,508.704,526,283.2,18,"[40.72181702, -73.99531555]","[40.63657379, -73.89412689]",51
2687,Automation Reporting Process,1,87,27,72.672,878,980.55,44.5,"[40.73268127, -73.98566437]","[40.80292892, -73.93352509]",36
2688,Automation Reporting Process,1,65,58,290.688,639,241.9,32,"[40.70491791, -74.0172348]","[40.71595764, -74.00466919]",56
2689,Automation Reporting Process,0,70,69,72.672,423,739.45,29.5,"[40.77203369, -73.94992065]","[40.72937012, -73.98986816]",25
2690,Automation Reporting Process,1,79,59,145.344,228,609.3,28,"[40.72420883, -74.00101471]","[40.75260162, -73.97293091]",24
2691,Automation Reporting Process,1,62,75,145.344,126,512.05,44.5,"[40.75926971, -73.97112274]","[40.779304499999995, -73.95587158]",20
2692,Automation Reporting Process,1,82,28,532.928,254,318.9,33.5,"[40.74520874, -73.99134827]","[40.74522018, -74.00592804]",22
2693,Automation Reporting Process,1,0,39,181.68,68,880.35,14.5,"[40.72063446, -73.99514771]","[40.79120636, -73.96520996]",31
2694,Automation Reporting Process,1,63,95,230.128,707,520.3,20,"[40.78731155, -73.95005035]","[40.74909973, -73.97567749]",58
2695,Automation Reporting Process,0,22,79,169.568,892,237,22,"[40.76579285, -73.98306274]","[40.76818085, -73.98413849]",42
2696,Automation Reporting Process,0,86,95,181.68,406,1,21,"[40.77349854, -73.95168304]","[40.67845154, -74.00020599]",27
2697,Automation Reporting Process,0,30,45,96.896,894,526.3,16.5,"[40.76462936, -73.91187286]","[40.75162125, -73.99375916]",21
2698,Automation Reporting Process,1,85,77,314.912,560,924.4,19,"[40.75553131, -73.96790314]","[0.0, 0.0]",41
2699,Automation Reporting Process,0,89,96,24.224,837,952.75,15,"[40.76491547, -73.97251129]","[40.72743988, -74.0014801]",49
2700,Automation Reporting Process,0,48,83,484.48,83,410.45,36,"[40.78369141, -73.97364807]","[40.74982071, -73.99523926]",33
2701,Automation Reporting Process,0,37,5,12.112,104,239,13,"[40.7560997, -73.97008514]","[0.0, 0.0]",34
2702,Automation Reporting Process,0,77,41,109.008,579,921.25,21.5,"[40.72052383, -74.32032776]","[40.68672943, -73.99602509]",53
2703,Automation Reporting Process,0,67,2,399.696,423,407.75,34.5,"[40.72943497, -73.98983765]","[40.75666046, -73.97434235]",46
2704,Automation Reporting Process,1,57,38,327.024,296,384.55,23,"[40.75810623, -73.9728241]","[40.73817062, -73.99861145]",38
2705,Automation Reporting Process,0,99,41,387.584,368,319.9,15.5,"[40.74425125, -73.99568939]","[40.74451065, -73.98545074]",46
2706,Automation Reporting Process,0,63,81,314.912,528,636.75,18,"[40.76293564, -73.97802734]","[40.77806854, -73.95677185]",28
2707,Automation Reporting Product,0,6,56,290.688,876,835.15,35,"[40.79670715, -73.97093964]","[40.74156952, -74.00348663]",25
2708,Automation Reporting Product,1,37,15,254.352,22,364.5,9,"[40.74979782, -73.97223663]","[40.73462677, -73.98641968]",31
2709,Automation Reporting Product,1,40,30,496.592,596,84.85,10.5,"[40.60917664, -73.99208832]","[40.78913879, -73.94641876]",42
2710,Automation Reporting Product,0,1,80,12.112,852,672.55,6,"[40.74381256, -73.98931122]","[40.72471619, -73.98733521]",36
2711,Automation Reporting Product,1,32,58,411.808,54,407.3,3.5,"[40.76055527, -73.97976685]","[40.70991135, -74.01615143]",54
2712,Automation Reporting Product,0,56,46,60.56,309,730.9,32,"[40.70281219, -73.90223694]","[40.73419189, -73.97779846]",50
2713,Automation Reporting Product,0,47,99,508.704,862,181.8,37,"[40.76579285, -73.98306274]","[40.73526001, -73.99387359999999]",58
2714,Automation Reporting Product,1,60,18,423.92,461,852.05,33,"[40.76055527, -73.97976685]","[40.7651329, -73.98223114]",59
2715,Automation Reporting Product,1,60,10,339.136,200,371.45,44,"[40.75138855, -73.9786377]","[40.74909973, -73.97567749]",39
2716,Automation Reporting Product,1,37,79,351.248,324,257.45,26.5,"[40.73464584, -73.98852539]","[40.77143478, -73.95632935]",43
2717,Automation Reporting Product,0,43,14,508.704,490,345.6,25.5,"[40.74411392, -73.98136139]","[40.73963928, -74.00257874]",30
2718,Automation Reporting Product,1,100,11,314.912,367,652.65,44,"[40.72943497, -73.98983765]","[40.74522018, -74.00592804]",24
2719,Automation Reporting Product,1,45,29,218.016,70,58.55,19.5,"[40.75764084, -73.96361542]","[40.73099899, -74.00508881]",48
2720,Automation Reporting Product,0,59,16,351.248,110,806.3,26.5,"[40.77203369, -73.94992065]","[40.75685883, -73.96755219]",38
2721,Automation Reporting Product,0,77,20,121.12,652,680.4,17,"[40.73073578, -73.94842529]","[40.76818085, -73.98413849]",42
2722,Automation Reporting Product,0,67,6,290.688,539,848.4,34.5,"[40.73904419, -73.97705841]","[40.76222229, -73.96617889]",39
2723,Automation Reporting Product,0,20,86,411.808,665,931.5,9,"[40.73240662, -73.98184204]","[40.77487946, -73.98215485]",58
2724,Automation Reporting Product,1,79,91,302.8,783,271.6,42.5,"[40.79618835, -73.93535614]","[40.75111771, -73.99071503]",31
2725,Automation Reporting Product,1,64,99,448.144,369,422.5,12,"[40.758514399999996, -73.97726440000001]","[0.0, 0.0]",53
2726,Automation Reporting Product,1,47,59,399.696,510,971,35,"[40.65733337, -73.96224213]","[40.75671387, -73.99394226]",47
2727,Automation Reporting Product,0,20,45,145.344,493,970.2,43,"[40.74930954, -73.99221039]","[40.80104065, -73.96527863]",42
2728,Automation Reporting Product,0,75,43,399.696,241,247.25,45,"[40.75553131, -73.96790314]","[40.76107025, -73.93569946]",29
2729,Automation Reporting Product,1,40,62,266.464,151,287.7,18.5,"[40.73197174, -73.9881897]","[40.76839066, -73.98168945]",51
2730,Automation Reporting Product,0,8,15,278.576,180,691.1,22.5,"[40.72632599, -73.93797302]","[40.74909973, -73.97567749]",38
2731,Automation Reporting Product,1,75,65,109.008,514,376.55,27,"[40.82293320000001, -73.95064545]","[40.76353836, -73.96932983]",44
2732,Automation Reporting Product,0,70,11,72.672,897,263.15,10,"[40.74550247, -73.98752594]","[40.72937012, -73.98986816]",23
2733,Automation Reporting Product,0,32,64,423.92,71,973.3,32,"[40.71974945, -74.01015472]","[40.77191162, -73.98275757]",51
2734,Automation Reporting Product,0,12,97,484.48,157,155.8,32,"[40.80493164, -73.96251678]","[40.63657379, -73.89412689]",23
2735,Automation Reporting Product,1,30,18,375.472,477,46.75,33.5,"[40.7603035, -73.98752594]","[40.72983551, -73.99944305]",34
2736,Automation Reporting Product,1,20,94,157.456,662,580,27,"[40.78534698, -73.96938324]","[40.75979996, -73.97010803]",34
2737,Automation Reporting Product,1,7,2,96.896,505,325.7,19,"[40.77880096, -73.95174408]","[40.75106049, -73.97462463]",59
2738,Automation Reporting Product,1,85,82,327.024,734,843.9,39.5,"[40.7091217, -74.00563812]","[40.71595764, -74.00466919]",57
2739,Automation Reporting Product,1,9,10,60.56,703,393.2,19.5,"[40.77349854, -73.95168304]","[40.76461792, -73.98136139]",55
2740,Automation Reporting Service,1,75,85,109.008,103,193.3,21,"[40.78335953, -73.95494843]","[40.75666046, -73.97434235]",60
2741,Automation Reporting Service,0,46,15,266.464,440,567.55,1.5,"[40.75366211, -73.9664917]","[40.73460007, -73.99897003]",41
2742,Automation Reporting Service,1,49,88,484.48,834,790.4,20,"[40.75894165, -73.91217041]","[40.76353836, -73.96932983]",43
2743,Automation Reporting Service,0,22,67,436.032,67,108.75,34.5,"[40.80493164, -73.96251678]","[40.76873016, -73.86269379]",41
2744,Automation Reporting Service,0,49,16,12.112,16,149.85,18,"[40.76163864, -73.96833038]","[40.75979996, -73.97010803]",55
2745,Automation Reporting Service,1,37,82,351.248,654,307.8,3.5,"[40.78177261, -73.97206116]","[40.77649689, -73.95264435]",27
2746,Automation Reporting Service,1,45,86,84.784,309,687.9,1.5,"[40.7470932, -73.98554993]","[40.7562561, -73.99021912]",32
2747,Automation Reporting Service,0,74,64,448.144,514,426.7,34,"[40.75553131, -73.96790314]","[40.73963928, -74.00257874]",22
2748,Automation Reporting Service,1,99,36,460.256,427,494.35,18.5,"[40.76871109, -73.98545837]","[40.72114182, -74.00994873]",20
2749,Automation Reporting Service,1,90,72,242.24,467,688.2,14.5,"[40.75040054, -73.99480438]","[40.6440506, -73.78713989]",24
2750,Automation Reporting Service,0,3,60,339.136,265,362.2,16,"[40.841232299999994, -73.9400177]","[40.76163864, -73.96685028]",44
2751,Automation Reporting Service,0,58,37,363.36,83,687,39.5,"[40.74871063, -73.96938324]","[40.75685883, -73.96755219]",48
2752,Automation Reporting Service,0,18,26,72.672,29,716.5,33,"[40.71276093, -74.00975037]","[40.74304962, -73.9801178]",30
2753,Automation Reporting Service,1,50,33,266.464,99,590.45,45,"[40.70693588, -74.00736237]","[40.7522583, -73.97512054]",22
2754,Automation Reporting Service,1,87,34,411.808,16,254.95,31,"[40.7470932, -73.98554993]","[40.75571823, -73.9729538]",22
2755,Automation Reporting Service,1,48,12,520.816,523,895.85,1,"[40.71102905, -74.00837708]","[40.75778579999999, -73.96154785]",49
2756,Automation Reporting Service,0,40,59,496.592,404,980.95,19.5,"[40.72151566, -73.98368835]","[40.75234985, -74.00081635]",41
2757,Automation Reporting Service,1,97,35,230.128,2,48.85,44,"[40.71357346, -74.03556824]","[40.79120636, -73.96520996]",34
2758,Automation Reporting Service,1,62,93,157.456,598,881.55,31.5,"[40.71220016, -73.95133209]","[40.74452972, -73.98516083]",24
2759,Automation Reporting Service,0,17,33,181.68,349,220.5,3,"[40.75366211, -73.9664917]","[40.73765945, -73.99769592]",52
